Table 1
NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Chattooga County, Georgia",13055,Georgia,.0736842,n/a**,.0736842,.260274,.030303,0,.2790698,n/a**,.2790698,.3604651,n/a**,.3604651,.575591,.172336,48964,34720,50632
"Cherokee County, Georgia",13057,Georgia,.025599,n/a**,.0250412,.1526549,.015534,0,.3252367,n/a**,.3255727,.3778027,n/a**,.3781449,.1710272,.2127911,101950,77574,108268
"Clarke County, Georgia",13059,Georgia,.0737778,n/a**,.0701546,.27,.0105263,0,.2467569,n/a**,.251497,.3116187,n/a**,.309506,.0585962,.449832,64933,50073,75683
"Clay County, Georgia",13061,Georgia,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.1927711,.2,n/a*,.313253,.3142857,n/a*,1,.6458827,37701,26982,50927
"Clayton County, Georgia",13063,Georgia,.1006837,.1018078,n/a**,.2392829,.0184941,.0016992,.2823647,.2813456,n/a**,.3488165,.3482841,n/a**,.0088774,.9090387,60225,60659,56715
"Clinch County, Georgia",13065,Georgia,.060241,n/a**,.0632911,n/a*,n/a*,n/a*,.2673797,n/a**,.2611111,.4331551,n/a**,.4277778,.6042954,.3487885,39016,25245,45298
"Cobb County, Georgia",13067,Georgia,.0431683,.0665375,.0299874,.1965924,.0185317,0,.2675009,.2565586,.2680767,.31508,.3150176,.3095917,.0024619,.4935716,108459,87971,125246
"Coffee County, Georgia",13069,Georgia,.0641593,n/a**,.0572687,.2,.0267857,0,.2525685,n/a**,.2759857,.3809932,n/a**,.4032258,.6658325,.418656,54717,38233,63262
"Colquitt County, Georgia",13071,Georgia,.0516252,n/a**,.0437158,.1954887,0,.0035842,.2966168,n/a**,.2898551,.4051928,n/a**,.3706004,.5894985,.4411907,55000,42188,62733
"Columbia County, Georgia",13073,Georgia,.0366834,n/a**,.0324324,.1892655,.0168067,0,.3643328,n/a**,.3416262,.4194509,n/a**,.3895631,.1622774,.3281009,111034,104540,113319
"Cook County, Georgia",13075,Georgia,.0678733,n/a**,.0736196,.2142857,0,0,.2532833,n/a**,.2625,.4052533,n/a**,.3975,.5941204,.3528556,52709,36998,59861
"Coweta County, Georgia",13077,Georgia,.0378869,n/a**,.0374187,.1964809,.005698,.0008467,.3399004,n/a**,.3420238,.4007361,n/a**,.402342,.3293276,.2899832,90034,73320,96049
"Crawford County, Georgia",13079,Georgia,.0431034,n/a*,.0545455,n/a*,n/a*,0,.3,n/a*,.3175676,.3741935,n/a*,.3716216,1,.2673428,59937,36364,67224
"Crisp County, Georgia",13081,Georgia,.0562249,n/a*,n/a*,.175,0,0,.2702703,n/a*,n/a*,.3708709,n/a*,n/a*,.4702846,.5011668,56889,39216,70687
"Dade County, Georgia",13083,Georgia,.0764706,n/a**,.0764706,n/a*,n/a*,0,.2531646,n/a**,.2531646,.3565401,n/a**,.3565401,.721277,.0667408,61540,51704,62046
"Dawson County, Georgia",13085,Georgia,.0192837,n/a**,.0192837,.0714286,.028169,0,.311493,n/a**,.311493,.3888292,n/a**,.3888292,.80309,.078986,90106,68169,91325
"Decatur County, Georgia",13087,Georgia,.0742857,n/a*,.0172414,.2155172,.0133333,0,.30375,n/a*,.3660714,.42875,n/a*,.5178571,.5647583,.4979012,56046,44037,66384
"DeKalb County, Georgia",13089,Georgia,.0710978,.0886129,.0261283,.2355194,.0171821,0,.2494284,.2684478,.2178096,.3052756,.3316666,.2564995,.0026305,.707889,94336,69117,140546
"Dodge County, Georgia",13091,Georgia,.0642202,n/a**,.0656566,.203125,.0175439,0,.2052877,n/a**,.2027027,.3343701,n/a**,.3293919,.7222885,.3526334,53758,35666,61371
"Dooly County, Georgia",13093,Georgia,.0490196,n/a*,n/a*,n/a*,n/a*,0,.2777778,.3010753,n/a*,.3740741,.3333333,n/a*,.5366671,.5741118,57325,43634,72830
"Dougherty County, Georgia",13095,Georgia,.0959052,.1051852,n/a*,.2484848,.0280374,.0026042,.2726578,.2577372,n/a*,.3487572,.3358701,n/a*,.1395971,.7477453,51382,43415,68511
"Douglas County, Georgia",13097,Georgia,.0678654,.0852459,.0434783,.2188755,.0099751,.0012165,.2979512,.2990074,.3231939,.3681343,.3722084,.3878327,.157572,.5947556,80676,79756,81869
"Early County, Georgia",13099,Georgia,.1384615,n/a*,n/a*,.3461539,n/a*,n/a*,.275974,n/a*,n/a*,.4123377,n/a*,n/a*,.6595203,.5478083,46829,37628,55267
"Echols County, Georgia",13101,Georgia,.122807,n/a**,.1153846,n/a*,n/a*,n/a*,.3333333,n/a**,.3243243,.4786325,n/a**,.4594595,1,.33685,53541,54165,53307
"Effingham County, Georgia",13103,Georgia,.0522946,n/a**,.0523504,.2216749,.02,0,.3955,n/a**,.3951976,.4655,n/a**,.4652326,.6705263,.2172396,85885,68907,89744
"Elbert County, Georgia",13105,Georgia,.0519481,n/a**,n/a*,.2222222,0,0,.2429752,n/a**,.2868852,.3785124,n/a**,.3934426,.7061886,.3648649,53908,42781,59094
"Emanuel County, Georgia",13107,Georgia,.0797546,n/a*,.0699301,.2577319,.0121951,0,.2853403,n/a*,.2969697,.4227749,n/a*,.430303,.6688203,.4073137,50288,38245,57455
"Evans County, Georgia",13109,Georgia,.0814815,n/a*,n/a*,n/a*,n/a*,0,.318612,n/a*,n/a*,.4164038,n/a*,n/a*,.6128182,.4374474,54026,37986,64697
"Fannin County, Georgia",13111,Georgia,.0295082,n/a**,.0295082,n/a*,.031746,0,.265237,n/a**,.265237,.3431151,n/a**,.3431151,1,.051073,64930,41901,65774
"Fayette County, Georgia",13113,Georgia,.0405616,.0804878,.0160966,.2149533,.0253807,.0011481,.2906977,.2954939,.2678133,.3366808,.3509532,.3046683,.1817823,.378022,128190,112200,136429
"Floyd County, Georgia",13115,Georgia,.0608229,n/a**,.0609091,.221843,.0131004,0,.2835675,n/a**,.2877722,.3580529,n/a**,.361474,.3682216,.292362,68905,39582,80580
"Forsyth County, Georgia",13117,Georgia,.0144864,n/a**,.0152236,.1269841,.0031348,0,.3020519,n/a**,.3081415,.342939,n/a**,.3500167,.0992189,.3127139,134249,130432,135655
"Franklin County, Georgia",13119,Georgia,.0472973,n/a**,.0474576,.1818182,0,0,.2834437,n/a**,.2855228,.386755,n/a**,.3900804,.8892863,.1653782,59091,47185,60970
"Fulton County, Georgia",13121,Georgia,.0630787,.0930372,.028877,.2239411,.0165975,.0008747,.2495224,.2541938,.2468986,.2992269,.3201105,.280585,.0107769,.6066666,125680,84653,177892
"Gilmer County, Georgia",13123,Georgia,.0435897,n/a**,.0441558,.2461538,.015873,0,.2957884,n/a**,.3000997,.380999,n/a**,.3828515,.8764315,.1413165,67610,53965,69026
"Glascock County, Georgia",13125,Georgia,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.3690476,n/a*,.3536585,.4642857,n/a*,.4512195,1,.1261682,61176,61186,61175
"Glynn County, Georgia",13127,Georgia,.0551655,.0973451,.0271003,.2177419,.0051813,0,.3021958,.2644377,.2950226,.3662077,.3358663,.3321267,.2056615,.3644252,82009,62521,90586
"Gordon County, Georgia",13129,Georgia,.0536451,n/a**,.0545455,.2209302,0,.0025253,.3024523,n/a**,.3077354,.3912807,n/a**,.3957399,.5155836,.2248348,63076,50197,65821
"Grady County, Georgia",13131,Georgia,.0564972,n/a**,.0534351,.2022472,.0125,0,.3205128,n/a**,.3309091,.4512821,n/a**,.4690909,.6236056,.4202916,58661,46483,65260
"Greene County, Georgia",13133,Georgia,.0344828,n/a*,.0306748,n/a*,n/a*,0,.2580645,n/a*,.2531381,.3412564,n/a*,.3389121,.8274978,.4248084,89654,43043,116168
"Gwinnett County, Georgia",13135,Georgia,.0476576,.0552828,.0269886,.2019319,.012639,.0006983,.2861522,.2647405,.3322277,.3364328,.3201691,.3864013,.0048552,.6484913,93401,78495,115129
"Habersham County, Georgia",13137,Georgia,.0325866,n/a**,.0327198,.1891892,0,.0030864,.2696547,n/a**,.2697709,.3563556,n/a**,.3569845,.5876257,.2270649,63866,60578,64466
"Hall County, Georgia",13139,Georgia,.0432534,.0460606,.0422311,.1981352,.0147059,0,.2715593,.2355641,.2995659,.3378834,.3124283,.3591896,.2055664,.3918014,96366,74562,105177
"Hancock County, Georgia",13141,Georgia,.0645161,.0652174,n/a**,n/a*,n/a*,n/a*,.2620087,.2599119,n/a**,.3973799,.3964758,n/a**,.6158659,.7568996,48174,37963,72631
"Haralson County, Georgia",13143,Georgia,.0677507,n/a**,.0679348,.2340426,0,.0103093,.3005291,n/a**,.2997881,.3862434,n/a**,.3855932,.7735928,.0912512,63993,51496,64984
"Harris County, Georgia",13145,Georgia,.0488889,n/a**,.0300752,.2666667,.0285714,0,.340824,n/a**,.3389297,.417603,n/a**,.4155299,.9668373,.2312271,99608,71492,106734
"Hart County, Georgia",13147,Georgia,.0716511,n/a**,.0716511,.2613636,0,0,.2775713,n/a**,.2775713,.3915737,n/a**,.3915737,.7446555,.2519303,58702,41822,63352
"Heard County, Georgia",13149,Georgia,.0451128,n/a**,.0451128,n/a*,n/a*,0,.2886297,n/a**,.2886297,.3819242,n/a**,.3819242,1,.1523517,58620,43966,61277
"Henry County, Georgia",13151,Georgia,.0711097,.0747975,.0629845,.2318841,.0182371,0,.3460811,.3355705,.3683305,.4187838,.4090012,.439759,.1385334,.5657981,90267,87118,94414
"Houston County, Georgia",13153,Georgia,.0600673,n/a*,.0405405,.2384769,.01,.0008467,.3440838,n/a*,.3787647,.4225555,n/a*,.4517611,.0996212,.4374914,77442,62499,87625
"Irwin County, Georgia",13155,Georgia,.0431034,n/a**,n/a*,n/a*,n/a*,0,.3171642,n/a**,n/a*,.4291045,n/a**,n/a*,.6470958,.3321888,51912,24542,62114
"Jackson County, Georgia",13157,Georgia,.0323176,n/a**,.0329567,.1554404,.015544,.0014368,.3452607,n/a**,.3453768,.4099734,n/a**,.4102564,.6001488,.1865213,84923,79638,86050
"Jasper County, Georgia",13159,Georgia,.0471698,n/a**,.0480769,n/a*,n/a*,0,.308,n/a**,.306288,.418,n/a**,.4158215,.8176259,.2579046,60275,43739,65278
"Jeff Davis County, Georgia",13161,Georgia,.0669856,n/a**,.0669856,n/a*,n/a*,.0084034,.3160083,n/a**,.3160083,.4282744,n/a**,.4282744,.6951154,.2915004,47619,43708,48794
"Jefferson County, Georgia",13163,Georgia,.1094527,.1320755,n/a*,.3283582,0,0,.3029661,.3362069,n/a*,.4152542,.4439655,n/a*,.8066745,.5799078,47500,38626,60384
"Jenkins County, Georgia",13165,Georgia,.1031746,n/a**,n/a*,n/a*,n/a*,0,.3018868,n/a**,n/a*,.4679245,n/a**,n/a*,.6610312,.4533151,39307,24342,50116
"Johnson County, Georgia",13167,Georgia,.060241,n/a**,n/a*,n/a*,n/a*,n/a*,.3202247,n/a**,n/a*,.4606742,n/a**,n/a*,.6541082,.376019,50557,44222,53204
"Jones County, Georgia",13169,Georgia,.0325203,.025,.0361446,.1392405,.0142857,0,.3253588,.2818792,.3500931,.437799,.3993289,.4599628,.6771426,.2856643,66967,59595,69709
"Lamar County, Georgia",13171,Georgia,.0539419,n/a**,.0266667,.2131148,n/a*,0,.296741,n/a**,.2736318,.4082333,n/a**,.3731343,.6087241,.3483826,58828,43055,64794
"Lanier County, Georgia",13173,Georgia,.0618557,n/a**,.0618557,n/a*,n/a*,n/a*,.3894231,n/a**,.3894231,.4567308,n/a**,.4567308,.7112522,.3138728,50196,38117,54919
"Laurens County, Georgia",13175,Georgia,.0577465,n/a**,.0424242,.2162162,.0066667,0,.3277467,n/a**,.3319149,.4326505,n/a**,.4638298,.5664409,.4278241,56190,45247,63038
"Lee County, Georgia",13177,Georgia,.0362473,n/a*,.0374065,.1734694,0,0,.3941532,.3269231,.3992806,.4707661,.4230769,.4784173,.3622871,.2836418,82953,69966,87752
"Liberty County, Georgia",13179,Georgia,.0735721,.074896,.05625,.2253086,.0039216,0,.4150485,.4188811,.3369565,.4956311,.4979021,.4347826,.2316045,.6112895,58338,55898,62053
"Lincoln County, Georgia",13181,Georgia,.05,n/a**,.05,n/a*,n/a*,0,.2659176,n/a**,.2659176,.3707865,n/a**,.3707865,1,.3382128,60154,50073,64854
"Long County, Georgia",13183,Georgia,.0637255,n/a*,.0637255,.254902,n/a*,0,.4631579,n/a*,.4643799,.531579,n/a*,.5329815,.8133988,.4210892,63440,55734,68381
"Lowndes County, Georgia",13185,Georgia,.0574866,.0863095,.0368421,.2103896,.006079,.0025608,.3452247,.262605,.4127687,.4146068,.3476891,.4759798,.2720423,.4622066,62009,43103,75682
"Lumpkin County, Georgia",13187,Georgia,.0307692,n/a**,.0307692,.1612903,0,0,.2990654,n/a**,.2994152,.3773364,n/a**,.3777778,.839418,.0943769,71726,53682,72962
"McDuffie County, Georgia",13189,Georgia,.0836364,n/a**,.0806452,.2592593,.016129,.0075758,.2768778,n/a**,.2965517,.3976436,n/a**,.4206896,.6096,.4647868,55341,42643,65412
"McIntosh County, Georgia",13191,Georgia,.0816327,n/a**,.0827586,n/a*,n/a*,0,.2989691,n/a**,.296875,.371134,n/a**,.3697917,.7431103,.3790038,61632,49216,68736
"Macon County, Georgia",13193,Georgia,.0898204,.0839695,n/a*,.2542373,n/a*,0,.2639594,.2389937,.4035088,.4060914,.3962264,.4912281,.531886,.6766629,46927,32453,74854
"Madison County, Georgia",13195,Georgia,.0463215,n/a**,.0472222,.1923077,.0232558,0,.3052516,n/a**,.3071749,.3949672,n/a**,.396861,.9187767,.1815319,65543,48305,68813
"Marion County, Georgia",13197,Georgia,.0978261,n/a**,n/a*,n/a*,n/a*,n/a*,.2703863,n/a**,.266055,.3862661,n/a**,.3944954,1,.4077325,55358,49572,59256
"Meriwether County, Georgia",13199,Georgia,.0836237,n/a*,.0747664,.247191,.0140845,.007874,.2888583,.2519084,.277027,.3865199,.3740458,.3581081,.8328483,.436511,51952,35056,63682
"Miller County, Georgia",13201,Georgia,.1219512,n/a**,.1219512,n/a*,n/a*,n/a*,.342246,n/a**,.342246,.4278075,n/a**,.4278075,1,.3202004,57772,44012,63634
"Mitchell County, Georgia",13205,Georgia,.0952381,.1153846,n/a*,.2439024,n/a*,0,.2693498,.2561404,.2705882,.3498452,.3508772,.3294118,.5451102,.5414943,51694,44132,59364
"Monroe County, Georgia",13207,Georgia,.0430108,n/a**,.047619,.2222222,0,0,.3387283,n/a**,.3403361,.4277457,n/a**,.4383754,.8023009,.2759192,86317,49959,98310
"Montgomery County, Georgia",13209,Georgia,.032967,n/a**,n/a*,n/a*,n/a*,n/a*,.2969432,n/a**,.2704918,.3930131,n/a**,.3852459,.9870657,.3466549,61661,38211,71088
"Morgan County, Georgia",13211,Georgia,.0456274,n/a**,.0456274,.1754386,.0363636,0,.2904149,n/a**,.2904149,.3733906,n/a**,.3733906,.7536938,.2804885,87406,58110,98262
"Murray County, Georgia",13213,Georgia,.0485437,n/a**,.0441767,.171875,.0176991,.0036496,.3265966,n/a**,.3319292,.4098626,n/a**,.4153328,.7012718,.1745796,59543,52415,60525
"Muscogee County, Georgia",13215,Georgia,.0895928,.1138699,.0613861,.2731214,.0174292,0,.2798854,.266535,.2942008,.3635137,.3715038,.3528996,.0297759,.604161,70702,55549,91543
"Newton County, Georgia",13217,Georgia,.0756865,.0879905,.0550459,.2449889,.0028169,.0014535,.3428812,.3705851,.3339844,.4122438,.4370058,.4160156,.3124412,.5355527,70273,59321,82671
"Oconee County, Georgia",13219,Georgia,.0232558,n/a**,.0233236,n/a*,n/a*,.003663,.2857143,n/a**,.2870813,.3266667,n/a**,.3272727,.50317,.1586332,122678,120972,122983
"Oglethorpe County, Georgia",13221,Georgia,.030303,n/a**,.0246914,n/a*,n/a*,0,.3092269,n/a**,.3063291,.4089776,n/a**,.4075949,.9925498,.2435872,58012,42370,61823
"Paulding County, Georgia",13223,Georgia,.0530892,n/a**,.055585,.2025547,.0090703,.0008361,.3674039,n/a**,.369409,.4315601,n/a**,.4338354,.2005284,.2900485,82879,83005,82832
"Peach County, Georgia",13225,Georgia,.0808081,.1116751,.0502513,.2666667,0,0,.3390023,.3280182,.3498871,.4444444,.4396355,.4492099,.3822351,.5423098,63011,48637,76835
"Pickens County, Georgia",13227,Georgia,.0300926,n/a**,.0300926,.1529412,0,0,.3363802,n/a**,.3363802,.3921389,n/a**,.3921389,.7310319,.1337815,81284,70207,83013
"Pierce County, Georgia",13229,Georgia,.0458333,n/a**,.0458333,.2115385,0,0,.3071896,n/a**,.3071896,.3905229,n/a**,.3905229,.7935281,.1596883,59010,33298,62865
"Pike County, Georgia",13231,Georgia,.0173913,n/a**,.0173913,n/a*,n/a*,0,.3352713,n/a**,.3352713,.4437985,n/a**,.4437985,.9896469,.1308998,78604,47379,82828
"Polk County, Georgia",13233,Georgia,.0695825,n/a**,.0695825,.2361111,.0084746,0,.2887218,n/a**,.2889391,.3721805,n/a**,.3724605,.5142134,.2799465,64011,48508,68264
"Pulaski County, Georgia",13235,Georgia,.0588235,n/a**,n/a**,n/a*,n/a*,0,.2991803,n/a**,n/a**,.4057377,n/a**,n/a**,.6670275,.4260877,58868,38812,69056
"Putnam County, Georgia",13237,Georgia,.0590551,n/a**,.0604839,.2173913,0,0,.2690648,n/a**,.2725926,.3640288,n/a**,.3659259,.8094543,.3431377,76143,47495,87542
"Quitman County, Georgia",13239,Georgia,n/a*,n/a*,n/a**,n/a*,n/a*,n/a*,.3026316,n/a*,n/a**,.5131579,n/a*,n/a**,.7309988,.6295326,44571,42012,47930
"Rabun County, Georgia",13241,Georgia,.03,n/a**,.03,n/a*,n/a*,0,.2757353,n/a**,.2757353,.3658088,n/a**,.3658088,.7928238,.1229799,66194,42868,68099
"Randolph County, Georgia",13243,Georgia,.1232877,n/a*,n/a*,n/a*,n/a*,n/a*,.3276836,.2807018,n/a*,.4011299,.368421,n/a*,.5062832,.6535207,42080,29073,60849
"Richmond County, Georgia",13245,Georgia,.0951189,.1086169,.0828402,.2622755,.0169811,0,.2927253,.2965282,.3228346,.3689443,.3813318,.4383202,.092162,.6655408,59361,51538,72358
"Rockdale County, Georgia",13247,Georgia,.0709156,.071558,n/a*,.2102273,.0188679,0,.3012538,.300375,n/a*,.3686886,.3675418,n/a*,.1493282,.6827803,78651,82203,71881
"Schley County, Georgia",13249,Georgia,.0298507,n/a**,.0298507,n/a*,n/a*,n/a*,.3533333,n/a**,.3557047,.4466667,n/a**,.4496644,1,.3200536,54667,33568,64438
"Screven County, Georgia",13251,Georgia,.0691244,n/a**,n/a*,.25,.0185185,0,.332636,n/a**,.359375,.4414226,n/a**,.40625,.789214,.4554293,56501,45369,64192
"Seminole County, Georgia",13253,Georgia,.0747664,n/a**,.0747664,n/a*,n/a*,0,.2787457,n/a**,.2807018,.3623693,n/a**,.3649123,.685531,.3849297,65251,69766,62841
"Spalding County, Georgia",13255,Georgia,.0778032,n/a*,.0637755,.2254545,.026738,0,.2784314,n/a*,.305668,.3734205,n/a*,.3906883,.4161972,.4148317,68860,50025,80820
"Stephens County, Georgia",13257,Georgia,.0690789,n/a**,.0690789,.2777778,0,0,.2698413,n/a**,.2705018,.3650794,n/a**,.3659731,.5856351,.1765049,62370,44288,65186
"Stewart County, Georgia",13259,Georgia,.125,.125,n/a**,n/a*,n/a*,n/a*,.254902,.254902,n/a**,.4052288,.4052288,n/a**,1,.7662482,46204,32988,68861
"Sumter County, Georgia",13261,Georgia,.1021021,.0970874,n/a*,.2820513,0,.0065359,.2766935,.2573529,n/a*,.3708381,.3639706,n/a*,.4178372,.6062068,53060,42118,66797
"Talbot County, Georgia",13263,Georgia,.0588235,n/a*,n/a*,n/a*,n/a*,n/a*,.2929936,.32,.2328767,.433121,.4,.4520548,.9388201,.5931023,49085,40666,61017
"Taliaferro County, Georgia",13265,Georgia,n/a*,n/a*,n/a**,n/a*,n/a*,n/a*,.122807,.1272727,n/a**,.2105263,.2181818,n/a**,1,.6722533,49292,44925,56537
"Tattnall County, Georgia",13267,Georgia,.0586081,n/a**,.04,.2058824,.0285714,0,.3033537,n/a**,.3233533,.4054878,n/a**,.4431138,.6823668,.4234103,57852,43148,63844
"Taylor County, Georgia",13269,Georgia,.0447761,n/a**,n/a*,n/a*,n/a*,n/a*,.2795031,n/a**,n/a*,.4161491,n/a**,n/a*,1,.4268112,49357,38571,57283
"Telfair County, Georgia",13271,Georgia,.1264368,.1272727,n/a*,n/a*,n/a*,n/a*,.2876712,.3059702,n/a*,.3926941,.4029851,n/a*,.4698788,.5105706,51004,42852,56181
"Terrell County, Georgia",13273,Georgia,.0747664,.0744681,n/a*,n/a*,n/a*,0,.2739274,.2696629,n/a*,.3465346,.3445693,n/a*,.5205582,.6439281,50725,39017,68627
"Thomas County, Georgia",13275,Georgia,.0477002,n/a**,.0297872,.1445783,.0357143,0,.3041412,n/a**,.3122807,.3937542,n/a**,.4087719,.4602191,.4238853,67588,44786,82370
"Tift County, Georgia",13277,Georgia,.0693642,n/a**,.05,.2333333,.0097087,0,.3123487,n/a**,.3416667,.4100081,n/a**,.4388889,.4078219,.4414543,60196,40781,72971
"Toombs County, Georgia",13279,Georgia,.0720461,n/a**,.0710059,.2637363,.0135135,0,.2995227,n/a**,.327027,.4069212,n/a**,.4459459,.5105609,.3976346,64821,63828,65348
"Towns County, Georgia",13281,Georgia,.0479452,n/a**,.0479452,n/a*,n/a*,0,.2716628,n/a**,.2716628,.3372365,n/a**,.3372365,1,.0591375,61147,46837,61766
"Treutlen County, Georgia",13283,Georgia,.1012658,n/a**,.1012658,n/a*,n/a*,n/a*,.2736842,n/a**,.2736842,.4105263,n/a**,.4105263,.588671,.2794702,53068,51691,53550
"Troup County, Georgia",13285,Georgia,.0910064,n/a**,.0856031,.2913669,.0131579,.0023364,.3038529,n/a**,.295082,.4001751,n/a**,.392662,.4429927,.4372488,62990,37682,81679
"Turner County, Georgia",13287,Georgia,.1090909,n/a**,n/a*,n/a*,n/a*,n/a*,.2954545,n/a**,.3571429,.4090909,n/a**,.4857143,.4973124,.4625456,50365,33436,65087
"Twiggs County, Georgia",13289,Georgia,.0645161,.0806452,.0483871,n/a*,n/a*,0,.3368794,.2967742,.3858268,.429078,.3935484,.472441,1,.4495078,49399,45284,52000
"Union County, Georgia",13291,Georgia,.0469799,n/a**,.0474453,n/a*,n/a*,.0097561,.2617371,n/a**,.2692811,.3403756,n/a**,.3477124,1,.0613621,66554,35424,67949
"Upson County, Georgia",13293,Georgia,.0662824,n/a**,.0690691,.1904762,.0253165,0,.2420242,n/a**,.2406356,.3751375,n/a**,.3711691,.4690826,.3278701,52684,44023,56441
"Walker County, Georgia",13295,Georgia,.0639535,n/a**,.0639535,.253886,.0271739,.0020704,.3097751,n/a**,.3097751,.3900872,n/a**,.3900872,.4385363,.0912093,58818,57059,58951
"Walton County, Georgia",13297,Georgia,.0368144,n/a*,.0356125,.1832061,.0032895,0,.3152493,n/a*,.3092214,.388563,n/a*,.387079,.4265829,.2536252,82283,62794,88388
"Ware County, Georgia",13299,Georgia,.0515464,n/a**,.0456432,.1637931,.0105263,0,.2466368,n/a**,.2586989,.3426009,n/a**,.3585477,.2944206,.3665327,52895,38708,59370
"Warren County, Georgia",13301,Georgia,.047619,.0625,n/a*,n/a*,n/a*,n/a*,.2774869,.2797203,n/a*,.4397906,.4475524,n/a*,1,.6250708,53077,42140,69141
"Washington County, Georgia",13303,Georgia,.0676692,.0681818,n/a*,.1868132,.0181818,0,.2639751,.3092783,.28,.4083851,.4484536,.4,.6560155,.5747211,52936,41786,65993
"Wayne County, Georgia",13305,Georgia,.0831296,n/a**,.0831296,.2571429,.0659341,.0046948,.3059548,n/a**,.3091286,.4117043,n/a**,.4159751,.579388,.288304,58658,42529,63571
"Webster County, Georgia",13307,Georgia,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.4181818,n/a**,n/a*,.4909091,n/a**,n/a*,1,.4816092,53823,38848,70229
"Wheeler County, Georgia",13309,Georgia,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,.1967213,n/a**,n/a**,.2622951,n/a**,n/a**,1,.4381937,39372,37074,40445
"White County, Georgia",13311,Georgia,.0436137,n/a**,.0436137,.2033898,.0294118,0,.2522624,n/a**,.2522624,.3563348,n/a**,.3563348,.8379384,.0770118,67742,48899,68954
"Whitfield County, Georgia",13313,Georgia,.0363636,n/a**,.022508,.16,.012,.0014085,.3104439,n/a**,.352459,.3835835,n/a**,.4234973,.2907728,.4157161,72484,62194,76917
"Wilcox County, Georgia",13315,Georgia,.0588235,n/a**,n/a*,n/a*,n/a*,n/a*,.3024691,n/a**,.3230769,.4135802,n/a**,.4,1,.4148912,53060,37148,58433
